TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2003,5,31,6,0,24XX E HASTINGS ST,Hastings-Sunrise,495928.7713,5458718.7453
Break and Enter Commercial,2003,9,18,2,5,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2005,6,10,23,0,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2006,5,27,23,58,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2006,6,4,3,30,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2006,6,4,5,39,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2014,2,21,2,50,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2018,4,18,3,17,24XX E HASTINGS ST,Hastings-Sunrise,495933.9919,5458709.5885
Break and Enter Commercial,2003,3,12,22,0,24XX E HASTINGS ST,Hastings-Sunrise,495934.0142,5458718.7325
Break and Enter Commercial,2007,5,19,22,30,24XX E HASTINGS ST,Hastings-Sunrise,495934.0142,5458718.7325
Break and Enter Commercial,2018,5,7,3,20,24XX E HASTINGS ST,Hastings-Sunrise,495934.0142,5458718.7325
Break and Enter Commercial,2018,3,31,17,0,24XX E HASTINGS ST,Hastings-Sunrise,495938.3612,5458709.5778
Break and Enter Commercial,2004,12,20,4,10,24XX E HASTINGS ST,Hastings-Sunrise,495939.2348,5458709.5757
Break and Enter Commercial,2003,11,6,19,0,24XX E HASTINGS ST,Hastings-Sunrise,495941.8563,5458709.5693
Break and Enter Commercial,2005,12,3,17,0,24XX E HASTINGS ST,Hastings-Sunrise,495941.8563,5458709.5693
Break and Enter Commercial,2019,12,13,17,23,24XX E HASTINGS ST,Hastings-Sunrise,495943.8596,5458718.7084
Break and Enter Commercial,2020,1,7,19,18,24XX E HASTINGS ST,Hastings-Sunrise,495943.8596,5458718.7084
Break and Enter Commercial,2003,1,14,23,20,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2003,5,12,22,0,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2003,11,20,3,54,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2004,3,12,22,0,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2008,8,11,19,30,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2012,6,10,19,0,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2012,6,16,19,0,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2014,12,6,17,45,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2020,10,6,3,15,24XX E HASTINGS ST,Hastings-Sunrise,495944.4778,5458709.5628
Break and Enter Commercial,2003,12,31,1,51,24XX E HASTINGS ST,Hastings-Sunrise,495952.3646,5458718.6876
Break and Enter Commercial,2012,7,2,16,30,24XX E HASTINGS ST,Hastings-Sunrise,495952.3646,5458718.6876
Break and Enter Commercial,2003,6,20,19,30,24XX E HASTINGS ST,Hastings-Sunrise,495957.6076,5458718.6747
Break and Enter Commercial,2004,2,22,0,0,24XX E HASTINGS ST,Hastings-Sunrise,495965.4496,5458709.5115
Break and Enter Commercial,2008,3,19,6,16,24XX E HASTINGS ST,Hastings-Sunrise,495965.4496,5458709.5115
Break and Enter Commercial,2013,4,4,23,50,24XX E HASTINGS ST,Hastings-Sunrise,495965.4496,5458709.5115
Break and Enter Commercial,2021,11,27,14,0,24XX E HASTINGS ST,Hastings-Sunrise,495965.7412,5458709.5108
Break and Enter Commercial,2020,1,9,1,40,24XX E HASTINGS ST,Hastings-Sunrise,495975.9579,5458718.6298
Break and Enter Commercial,2007,1,12,23,58,24XX E HASTINGS ST,Hastings-Sunrise,495978.5794,5458718.6234
Break and Enter Commercial,2008,6,19,10,53,24XX E HASTINGS ST,Hastings-Sunrise,495978.5794,5458718.6234
Break and Enter Commercial,2003,11,17,7,58,24XX E HASTINGS ST,Hastings-Sunrise,495981.1785,5458709.473
Break and Enter Commercial,2012,3,4,1,10,24XX E HASTINGS ST,Hastings-Sunrise,495981.1785,5458709.473
Break and Enter Commercial,2017,3,7,18,0,24XX E HASTINGS ST,Hastings-Sunrise,495982.1692,5458709.4705
Break and Enter Commercial,2009,11,10,4,15,24XX E HASTINGS ST,Hastings-Sunrise,495983.8,5458709.4666
Break and Enter Commercial,2015,8,2,11,33,24XX E HASTINGS ST,Hastings-Sunrise,495983.8,5458709.4666
Break and Enter Commercial,2007,4,23,3,29,24XX E HASTINGS ST,Hastings-Sunrise,495986.4438,5458718.6041
Break and Enter Commercial,2007,8,3,6,50,24XX E HASTINGS ST,Hastings-Sunrise,495986.4438,5458718.6041
Break and Enter Commercial,2009,1,27,6,23,24XX E HASTINGS ST,Hastings-Sunrise,495986.4438,5458718.6041
Break and Enter Commercial,2003,8,19,2,30,24XX E HASTINGS ST,Hastings-Sunrise,495994.3083,5458718.5849
Break and Enter Commercial,2006,7,14,20,0,24XX E HASTINGS ST,Hastings-Sunrise,495994.3083,5458718.5849
Break and Enter Commercial,2012,12,4,19,0,24XX E HASTINGS ST,Hastings-Sunrise,495994.3083,5458718.5849
Break and Enter Commercial,2013,1,3,18,0,24XX E HASTINGS ST,Hastings-Sunrise,495994.3083,5458718.5849
Break and Enter Commercial,2003,5,17,7,0,24XX E HASTINGS ST,Hastings-Sunrise,495999.5512,5458718.572
Break and Enter Commercial,2014,4,3,4,0,24XX E HASTINGS ST,Hastings-Sunrise,495999.5512,5458718.572
Break and Enter Commercial,2008,1,17,18,0,24XX E HASTINGS ST,Hastings-Sunrise,496002.1503,5458709.4216
Break and Enter Commercial,2019,12,2,5,23,24XX E HASTINGS ST,Hastings-Sunrise,496004.0732,5458709.4168
Break and Enter Commercial,2022,8,22,23,10,24XX E HASTINGS ST,Hastings-Sunrise,496004.0732,5458709.4168
Break and Enter Commercial,2003,10,5,6,30,24XX E HASTINGS ST,Hastings-Sunrise,496004.7718,5458709.4152
Break and Enter Commercial,2003,11,19,2,0,24XX E HASTINGS ST,Hastings-Sunrise,496004.7718,5458709.4152
Break and Enter Commercial,2004,3,13,23,45,24XX E HASTINGS ST,Hastings-Sunrise,496004.7718,5458709.4152
Break and Enter Commercial,2022,2,11,17,0,24XX E HASTINGS ST,Hastings-Sunrise,496006.8112,5458709.4101
Break and Enter Commercial,2003,11,4,22,1,24XX E HASTINGS ST,Hastings-Sunrise,496015.2577,5458709.3895
Break and Enter Commercial,2007,1,3,21,45,24XX E HASTINGS ST,Hastings-Sunrise,496015.2577,5458709.3895
Break and Enter Commercial,2015,1,16,2,12,24XX E HASTINGS ST,Hastings-Sunrise,496015.2577,5458709.3895
Break and Enter Commercial,2021,5,28,21,0,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2021,6,7,9,7,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2021,6,16,0,0,24XX E PENDER ST,Hastings-Sunrise,495899.8964,5458614.9746
Break and Enter Commercial,2012,12,5,18,0,24XX E PENDER ST,Hastings-Sunrise,495904.7527,5458614.9603
Break and Enter Commercial,2017,9,1,16,0,24XX E PENDER ST,Hastings-Sunrise,495907.3686,5458614.9525
Break and Enter Commercial,2019,11,18,16,16,24XX FRANKLIN ST,Hastings-Sunrise,495908.6394,5458810.0445
Break and Enter Commercial,2020,10,9,9,49,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2021,2,9,17,0,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2021,2,21,4,8,24XX GRANT ST,Hastings-Sunrise,495895.7434,5457620.1199
Break and Enter Commercial,2017,11,3,14,57,24XX KAMLOOPS ST,Hastings-Sunrise,496014.6473,5456684.7339
Break and Enter Commercial,2013,11,29,1,22,24XX KAMLOOPS ST,Hastings-Sunrise,496014.666,5456681.1938
Break and Enter Commercial,2016,5,17,22,0,24XX KAMLOOPS ST,Hastings-Sunrise,496014.666,5456681.1938
Break and Enter Commercial,2017,3,25,5,54,24XX NANAIMO ST,Hastings-Sunrise,495888.3502,5456678.8328
Break and Enter Commercial,2017,3,26,4,37,24XX NANAIMO ST,Hastings-Sunrise,495888.3502,5456678.8328
Break and Enter Commercial,2017,4,5,4,59,24XX NANAIMO ST,Hastings-Sunrise,495888.3502,5456678.8328
Break and Enter Commercial,2004,8,26,22,5,24XX NANAIMO ST,Hastings-Sunrise,495888.3534,5456679.0601
Break and Enter Commercial,2022,2,22,4,20,24XX NANAIMO ST,Hastings-Sunrise,495888.3775,5456680.6106
Break and Enter Commercial,2004,9,8,20,5,24XX NANAIMO ST,Hastings-Sunrise,495888.3795,5456680.7622
Break and Enter Commercial,2009,3,28,1,25,24XX NANAIMO ST,Hastings-Sunrise,495888.3795,5456680.7622
Break and Enter Commercial,2020,2,26,8,23,24XX NANAIMO ST,Hastings-Sunrise,495888.4048,5456682.3883
Break and Enter Commercial,2003,8,6,19,50,24XX OXFORD ST,Hastings-Sunrise,495927.4893,5459221.8154
Break and Enter Commercial,2006,1,27,20,0,24XX OXFORD ST,Hastings-Sunrise,495927.4893,5459221.8154
Break and Enter Commercial,2014,5,10,16,30,24XX OXFORD ST,Hastings-Sunrise,495927.4893,5459221.8154
Break and Enter Commercial,2005,12,5,4,15,24XX RENFREW ST,Hastings-Sunrise,496780.1465,5456596.5427
Break and Enter Commercial,2005,12,25,5,24,24XX RENFREW ST,Hastings-Sunrise,496780.1465,5456596.5427
Break and Enter Commercial,2020,2,8,0,0,24XX WALL ST,Hastings-Sunrise,495909.6382,5459785.7826
Break and Enter Commercial,2004,8,8,5,0,24XX WILLIAM ST,Hastings-Sunrise,495973.434,5457937.9925
Break and Enter Commercial,2019,6,22,0,9,25XX CAMBRIDGE ST,Hastings-Sunrise,496117.7337,5459328.3335
Break and Enter Commercial,2022,5,2,18,45,25XX E 5TH AVE,Hastings-Sunrise,496192.766,5457000.513
Break and Enter Commercial,2013,3,24,0,30,25XX E BROADWAY AVE,Hastings-Sunrise,496032.5121,5456589.6063
Break and Enter Commercial,2018,7,27,22,36,25XX E GEORGIA ST,Hastings-Sunrise,496175.8192,5458389.1538
Break and Enter Commercial,2020,10,16,2,44,25XX E HASTINGS ST,Hastings-Sunrise,496039.6085,5458718.4705
Break and Enter Commercial,2005,1,3,0,0,25XX E HASTINGS ST,Hastings-Sunrise,496043.2197,5458709.3163
Break and Enter Commercial,2014,5,24,0,1,25XX E HASTINGS ST,Hastings-Sunrise,496043.2454,5458718.4603
Break and Enter Commercial,2017,9,8,4,45,25XX E HASTINGS ST,Hastings-Sunrise,496043.2454,5458718.4603
Break and Enter Commercial,2007,6,14,18,0,25XX E HASTINGS ST,Hastings-Sunrise,496050.2105,5458718.4407
Break and Enter Commercial,2008,5,3,5,24,25XX E HASTINGS ST,Hastings-Sunrise,496053.6931,5458718.4309
Break and Enter Commercial,2008,10,18,2,28,25XX E HASTINGS ST,Hastings-Sunrise,496053.6931,5458718.4309
Break and Enter Commercial,2018,10,25,2,15,25XX E HASTINGS ST,Hastings-Sunrise,496053.6931,5458718.4309
Break and Enter Commercial,2009,8,6,17,30,25XX E HASTINGS ST,Hastings-Sunrise,496057.1757,5458718.4211
Break and Enter Commercial,2012,9,9,22,56,25XX E HASTINGS ST,Hastings-Sunrise,496057.1757,5458718.4211
Break and Enter Commercial,2012,9,9,23,22,25XX E HASTINGS ST,Hastings-Sunrise,496057.1757,5458718.4211
Break and Enter Commercial,2015,12,10,20,0,25XX E HASTINGS ST,Hastings-Sunrise,496057.1757,5458718.4211
Break and Enter Commercial,2003,1,30,6,41,25XX E HASTINGS ST,Hastings-Sunrise,496064.1408,5458718.4015
Break and Enter Commercial,2010,12,31,0,30,25XX E HASTINGS ST,Hastings-Sunrise,496064.1408,5458718.4015
Break and Enter Commercial,2016,5,10,10,45,25XX E HASTINGS ST,Hastings-Sunrise,496068.6816,5458709.2446
Break and Enter Commercial,2011,10,28,0,0,25XX E HASTINGS ST,Hastings-Sunrise,496071.0802,5458709.2379
Break and Enter Commercial,2014,5,7,0,1,25XX E HASTINGS ST,Hastings-Sunrise,496071.0802,5458709.2379
Break and Enter Commercial,2015,6,6,6,3,25XX E HASTINGS ST,Hastings-Sunrise,496071.0802,5458709.2379
Break and Enter Commercial,2019,10,8,19,14,25XX E HASTINGS ST,Hastings-Sunrise,496071.0802,5458709.2379
Break and Enter Commercial,2003,1,24,18,30,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2003,1,30,3,0,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2003,1,30,4,12,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2003,1,30,15,26,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2005,6,6,18,5,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2005,6,8,14,45,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2013,3,12,18,30,25XX E HASTINGS ST,Hastings-Sunrise,496071.106,5458718.3818
Break and Enter Commercial,2003,3,23,20,40,25XX E HASTINGS ST,Hastings-Sunrise,496075.982,5458718.3681
Break and Enter Commercial,2003,10,10,21,0,25XX E HASTINGS ST,Hastings-Sunrise,496078.0454,5458709.2183
Break and Enter Commercial,2003,11,21,2,30,25XX E HASTINGS ST,Hastings-Sunrise,496078.0454,5458709.2183
Break and Enter Commercial,2005,6,1,0,42,25XX E HASTINGS ST,Hastings-Sunrise,496078.0454,5458709.2183
Break and Enter Commercial,2003,5,16,2,0,25XX E HASTINGS ST,Hastings-Sunrise,496078.0711,5458718.3622
Break and Enter Commercial,2011,10,27,20,30,25XX E HASTINGS ST,Hastings-Sunrise,496085.0105,5458709.1986
Break and Enter Commercial,2003,11,28,3,38,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2011,2,7,4,19,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2011,2,27,3,31,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2022,7,10,4,30,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2022,7,18,0,18,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2022,7,28,1,0,25XX E HASTINGS ST,Hastings-Sunrise,496088.5188,5458718.3328
Break and Enter Commercial,2007,5,15,5,26,25XX E HASTINGS ST,Hastings-Sunrise,496090.5314,5458718.3271
Break and Enter Commercial,2004,7,8,13,0,25XX E HASTINGS ST,Hastings-Sunrise,496091.9756,5458709.179
Break and Enter Commercial,2015,10,30,4,58,25XX E HASTINGS ST,Hastings-Sunrise,496091.9756,5458709.179
Break and Enter Commercial,2009,5,16,4,2,25XX E HASTINGS ST,Hastings-Sunrise,496092.0014,5458718.323
Break and Enter Commercial,2022,5,24,5,55,25XX E HASTINGS ST,Hastings-Sunrise,496097.7804,5458709.1627
Break and Enter Commercial,2003,1,12,23,55,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2003,3,1,5,30,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2012,4,11,18,30,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2015,8,29,7,0,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2018,3,10,9,38,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2019,9,13,19,0,25XX E HASTINGS ST,Hastings-Sunrise,496098.9665,5458718.3034
Break and Enter Commercial,2008,4,18,1,24,25XX E HASTINGS ST,Hastings-Sunrise,496105.9059,5458709.1398
Break and Enter Commercial,2004,11,28,6,24,25XX E HASTINGS ST,Hastings-Sunrise,496112.8711,5458709.1202
Break and Enter Commercial,2007,12,4,4,46,25XX E HASTINGS ST,Hastings-Sunrise,496112.8711,5458709.1202
Break and Enter Commercial,2013,5,1,6,39,25XX E HASTINGS ST,Hastings-Sunrise,496112.8711,5458709.1202
Break and Enter Commercial,2003,11,20,0,30,25XX E HASTINGS ST,Hastings-Sunrise,496119.862,5458718.2446
Break and Enter Commercial,2008,1,5,17,0,25XX E HASTINGS ST,Hastings-Sunrise,496123.3445,5458718.2348
Break and Enter Commercial,2003,3,9,15,0,25XX E HASTINGS ST,Hastings-Sunrise,496126.8014,5458709.081
Break and Enter Commercial,2003,2,7,17,0,25XX E HASTINGS ST,Hastings-Sunrise,496133.7665,5458709.0614
Break and Enter Commercial,2007,8,7,9,42,25XX E HASTINGS ST,Hastings-Sunrise,496133.7665,5458709.0614
Break and Enter Commercial,2005,8,28,21,0,25XX E HASTINGS ST,Hastings-Sunrise,496137.2491,5458709.0516
Break and Enter Commercial,2008,6,7,1,51,25XX E HASTINGS ST,Hastings-Sunrise,496137.2491,5458709.0516
Break and Enter Commercial,2016,11,5,11,40,25XX E HASTINGS ST,Hastings-Sunrise,496137.2491,5458709.0516
Break and Enter Commercial,2011,10,20,19,0,25XX E HASTINGS ST,Hastings-Sunrise,496137.2748,5458718.1955
Break and Enter Commercial,2019,5,23,0,0,25XX E HASTINGS ST,Hastings-Sunrise,496137.7913,5458709.0501
Break and Enter Commercial,2004,4,13,2,7,25XX E HASTINGS ST,Hastings-Sunrise,496144.2142,5458709.032
Break and Enter Commercial,2012,12,4,17,0,25XX E HASTINGS ST,Hastings-Sunrise,496144.2142,5458709.032
Break and Enter Commercial,2022,4,30,23,12,25XX E HASTINGS ST,Hastings-Sunrise,496145.066,5458709.0296
Break and Enter Commercial,2004,1,7,4,9,25XX E HASTINGS ST,Hastings-Sunrise,496147.7225,5458718.1661
Break and Enter Commercial,2005,5,19,1,50,25XX E HASTINGS ST,Hastings-Sunrise,496147.7225,5458718.1661
Break and Enter Commercial,2007,8,27,17,0,25XX E HASTINGS ST,Hastings-Sunrise,496151.1794,5458709.0123
Break and Enter Commercial,2012,12,6,13,59,25XX E HASTINGS ST,Hastings-Sunrise,496151.1794,5458709.0123
Break and Enter Commercial,2003,5,30,5,0,25XX E HASTINGS ST,Hastings-Sunrise,496151.2051,5458718.1563
Break and Enter Commercial,2006,4,22,2,50,25XX E HASTINGS ST,Hastings-Sunrise,496158.1445,5458708.9927
Break and Enter Commercial,2007,9,14,1,15,25XX E HASTINGS ST,Hastings-Sunrise,496158.1445,5458708.9927
Break and Enter Commercial,2021,1,29,6,0,25XX E HASTINGS ST,Hastings-Sunrise,496159.6154,5458708.9887
Break and Enter Commercial,2005,6,29,18,0,25XX E HASTINGS ST,Hastings-Sunrise,496165.1096,5458708.9731
Break and Enter Commercial,2007,9,13,7,14,25XX E HASTINGS ST,Hastings-Sunrise,496165.1096,5458708.9731
Break and Enter Commercial,2011,1,22,19,10,25XX E HASTINGS ST,Hastings-Sunrise,496165.1354,5458718.1171
Break and Enter Commercial,2005,4,19,3,25,25XX E HASTINGS ST,Hastings-Sunrise,496166.9159,5458718.1122
Break and Enter Commercial,2005,1,12,23,0,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2009,6,9,22,30,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2014,3,30,1,41,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2016,1,29,8,55,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2020,6,28,4,24,25XX E HASTINGS ST,Hastings-Sunrise,496186.0308,5458718.0583
Break and Enter Commercial,2018,9,14,16,49,25XX E HASTINGS ST,Hastings-Sunrise,496195.9889,5458708.8863
Break and Enter Commercial,2003,3,25,1,14,25XX E HASTINGS ST,Hastings-Sunrise,496196.4528,5458708.8849
Break and Enter Commercial,2003,1,19,11,13,25XX E HASTINGS ST,Hastings-Sunrise,496206.9262,5458717.9994
Break and Enter Commercial,2016,10,27,0,1,25XX E HASTINGS ST,Hastings-Sunrise,496206.9262,5458717.9994
Break and Enter Commercial,2011,4,3,23,20,25XX E HASTINGS ST,Hastings-Sunrise,496210.4088,5458717.9896
Break and Enter Commercial,2019,6,26,15,20,25XX MCGILL ST,Hastings-Sunrise,496158.9406,5459549.2139
Break and Enter Commercial,2020,2,29,19,0,25XX WILLIAM ST,Hastings-Sunrise,496040.6103,5457937.3677
Break and Enter Commercial,2015,5,19,15,30,25XX WILLIAM ST,Hastings-Sunrise,496044.1386,5457928.2228
Break and Enter Commercial,2015,5,21,11,24,25XX WILLIAM ST,Hastings-Sunrise,496044.1386,5457928.2228
Break and Enter Commercial,2020,4,15,1,30,25XX YALE ST,Hastings-Sunrise,496207.2856,5459772.5719
Break and Enter Commercial,2018,7,18,17,0,26XX CHARLES ST,Hastings-Sunrise,496312.4396,5457840.6803
Break and Enter Commercial,2004,8,8,0,1,26XX E 2ND AVE,Hastings-Sunrise,496367.0402,5457298.8144
Break and Enter Commercial,2015,4,19,11,0,26XX E 4TH AVE,Hastings-Sunrise,496390.0118,5457106.7089
Break and Enter Commercial,2019,5,21,18,0,26XX E 7TH AVE,Hastings-Sunrise,496392.11,5456794.9254
Break and Enter Commercial,2018,3,8,12,0,26XX E BROADWAY AVE,Hastings-Sunrise,496265.6289,5456588.3196
Break and Enter Commercial,2014,12,5,2,0,26XX E BROADWAY AVE,Hastings-Sunrise,496266.9538,5456588.3192
Break and Enter Commercial,2011,8,10,1,0,26XX E BROADWAY AVE,Hastings-Sunrise,496326.5667,5456588.293
Break and Enter Commercial,2011,8,17,0,15,26XX E BROADWAY AVE,Hastings-Sunrise,496344.0999,5456588.2853
Break and Enter Commercial,2013,4,5,0,0,26XX E BROADWAY AVE,Hastings-Sunrise,496344.0999,5456588.2853
Break and Enter Commercial,2020,11,9,9,15,26XX E HASTINGS ST,Hastings-Sunrise,496229.4585,5458708.7925
Break and Enter Commercial,2020,10,25,7,0,26XX E HASTINGS ST,Hastings-Sunrise,496229.4837,5458717.9365
Break and Enter Commercial,2020,11,7,21,59,26XX E HASTINGS ST,Hastings-Sunrise,496229.4837,5458717.9365
Break and Enter Commercial,2003,12,22,0,15,26XX E HASTINGS ST,Hastings-Sunrise,496232.9832,5458708.7828
Break and Enter Commercial,2005,7,7,4,14,26XX E HASTINGS ST,Hastings-Sunrise,496236.533,5458717.9171
Break and Enter Commercial,2020,8,10,6,26,26XX E HASTINGS ST,Hastings-Sunrise,496236.533,5458717.9171
Break and Enter Commercial,2005,12,14,6,20,26XX E HASTINGS ST,Hastings-Sunrise,496254.1563,5458717.8685
Break and Enter Commercial,2007,8,15,18,0,26XX E HASTINGS ST,Hastings-Sunrise,496254.1563,5458717.8685
Break and Enter Commercial,2016,11,18,5,0,26XX E HASTINGS ST,Hastings-Sunrise,496254.1563,5458717.8685
Break and Enter Commercial,2003,10,17,23,30,26XX E HASTINGS ST,Hastings-Sunrise,496257.6558,5458708.7148
Break and Enter Commercial,2004,2,24,5,54,26XX E HASTINGS ST,Hastings-Sunrise,496257.6558,5458708.7148
Break and Enter Commercial,2004,9,23,0,39,26XX E HASTINGS ST,Hastings-Sunrise,496257.6558,5458708.7148
Break and Enter Commercial,2004,11,12,23,0,26XX E HASTINGS ST,Hastings-Sunrise,496257.6558,5458708.7148
Break and Enter Commercial,2006,12,9,6,40,26XX E HASTINGS ST,Hastings-Sunrise,496257.6558,5458708.7148
Break and Enter Commercial,2022,5,23,8,11,26XX E HASTINGS ST,Hastings-Sunrise,496258.7779,5458717.8559
Break and Enter Commercial,2022,10,1,22,34,26XX E HASTINGS ST,Hastings-Sunrise,496258.7779,5458717.8559
